City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Los Llanos De Aridane,28.6585,-17.9182,67.75,93,0,19.57,ES,2021-07-30 23:12:48
278,Tabas,33.5959,56.9244,82.53,25,0,4.16,IR,2021-07-30 23:12:48
279,Katsuura,35.1333,140.3,80.71,75,8,10.67,JP,2021-07-30 23:12:48
280,Santa Fe,-31.6333,-60.7,55.0,45,0,4.0,AR,2021-07-30 23:12:48
281,Okhotsk,59.3833,143.3,59.65,56,87,2.98,RU,2021-07-30 23:12:49
282,San Juan,-31.5375,-68.5364,57.04,18,0,6.08,AR,2021-07-30 23:12:49
283,Lagunas,-5.2269,-75.6753,73.35,70,85,2.08,PE,2021-07-30 23:12:49
284,Port Lincoln,-34.7333,135.8667,55.49,94,86,9.78,AU,2021-07-30 23:12:50
285,Landsberg,52.7368,15.2288,69.22,71,8,3.18,PL,2021-07-30 23:12:50
286,Numan,9.4667,12.0333,74.57,89,17,7.74,NG,2021-07-30 23:08:10
287,Aksu,41.1231,80.2644,77.54,31,99,6.67,CN,2021-07-30 23:09:06
288,Shimoda,34.6667,138.95,78.91,80,79,6.38,JP,2021-07-30 23:12:50
289,Srednekolymsk,67.45,153.6833,51.13,49,100,11.74,RU,2021-07-30 23:12:50
290,Lososina,48.9975,140.3106,62.56,87,100,10.54,RU,2021-07-30 23:12:51
291,Kem,64.9555,34.5793,51.01,99,99,3.83,RU,2021-07-30 23:12:51
292,Westport,41.1415,-73.3579,80.82,48,1,1.99,US,2021-07-30 23:12:51
293,Sept-Iles,50.2001,-66.3821,61.25,88,100,4.29,CA,2021-07-30 23:12:52
294,Haines Junction,60.7522,-137.5108,73.9,23,1,8.97,CA,2021-07-30 23:12:52
295,Bria,6.5423,21.9863,68.45,97,100,1.3,CF,2021-07-30 23:12:52
296,Pimentel,-6.8367,-79.9342,68.29,81,0,4.0,PE,2021-07-30 23:12:52
297,Megion,61.0296,76.1136,51.82,80,71,8.75,RU,2021-07-30 23:12:53
298,Ossora,59.2353,163.0719,57.15,52,31,6.98,RU,2021-07-30 23:12:53
299,Cayenne,4.9333,-52.3333,83.08,78,40,1.01,GF,2021-07-30 23:12:53
300,Damascus,33.5102,36.2913,72.36,43,0,0.74,SY,2021-07-30 23:12:54
301,Tazmalt,36.3868,4.3989,89.8,25,97,4.83,DZ,2021-07-30 23:12:54
302,Isla Mujeres,21.2311,-86.731,87.85,73,27,8.88,MX,2021-07-30 23:12:04
303,Saskylakh,71.9167,114.0833,76.91,38,11,8.05,RU,2021-07-30 23:12:54
304,Harwich,51.9419,1.2844,61.34,92,57,13.0,GB,2021-07-30 23:12:54
305,Rach Gia,10.0167,105.0833,80.55,82,100,14.45,VN,2021-07-30 23:12:55
306,Auki,-8.7676,160.7034,82.11,77,96,4.23,SB,2021-07-30 23:12:55
307,San-Pedro,4.7485,-6.6363,74.95,89,8,5.44,CI,2021-07-30 23:12:55
308,Huainan,32.6264,116.9969,80.01,87,1,4.29,CN,2021-07-30 23:12:56
309,Sokolac,43.9397,18.8017,64.58,79,1,3.13,BA,2021-07-30 23:12:56
310,Santarem,-2.4431,-54.7083,75.33,94,40,2.3,BR,2021-07-30 23:12:56
311,Zhangjiakou,40.81,114.8794,72.81,73,0,1.05,CN,2021-07-30 23:12:25
312,Chisinau,47.0056,28.8575,68.43,94,0,3.44,MD,2021-07-30 23:12:57
313,Nsunga,-1.1439,31.3947,62.85,62,66,2.46,TZ,2021-07-30 23:12:57
314,Saldanha,-33.0117,17.9442,55.29,83,2,7.67,ZA,2021-07-30 23:12:57
315,Nabire,-3.3667,135.4833,77.61,86,98,3.83,ID,2021-07-30 23:12:57
316,East London,-33.0153,27.9116,58.51,65,7,5.57,ZA,2021-07-30 23:12:58
317,Itarema,-2.9248,-39.9167,79.21,82,62,13.27,BR,2021-07-30 23:11:26
318,Novobiryusinskiy,56.9578,97.7076,56.46,90,79,1.21,RU,2021-07-30 23:12:58
319,Velikooktyabrskiy,57.4333,33.8159,59.45,80,83,7.63,RU,2021-07-30 23:12:58
320,Benito Juarez,19.385,-99.165,66.02,80,90,1.99,MX,2021-07-30 23:09:29
321,Antofagasta,-23.65,-70.4,56.48,87,43,6.31,CL,2021-07-30 23:10:48
322,Klaksvik,62.2266,-6.589,47.32,81,100,18.39,FO,2021-07-30 23:12:59
323,Flin Flon,54.7682,-101.865,78.76,29,74,11.74,CA,2021-07-30 23:10:37
324,Rio Verde De Mato Grosso,-18.9181,-54.8442,64.89,17,4,5.64,BR,2021-07-30 23:12:59
325,Kibaya,-5.3,36.5667,51.94,72,34,4.09,TZ,2021-07-30 23:12:59
326,Petauke,-14.2426,31.3253,59.65,52,1,15.14,ZM,2021-07-30 23:13:00
327,Port Hardy,50.6996,-127.4199,66.99,79,54,9.28,CA,2021-07-30 23:13:00
328,Xinmin,41.9908,122.8253,78.3,94,97,9.08,CN,2021-07-30 23:13:00
329,College,64.8569,-147.8028,71.55,56,75,9.22,US,2021-07-30 23:11:46
330,Tasiilaq,65.6145,-37.6368,48.36,79,21,2.21,GL,2021-07-30 23:13:00
331,Plettenberg Bay,-34.0527,23.3716,56.26,66,0,0.22,ZA,2021-07-30 23:13:01
332,Male,4.1748,73.5089,82.06,72,93,7.4,MV,2021-07-30 23:13:01
333,Mehamn,71.0357,27.8492,46.13,85,99,8.12,NO,2021-07-30 23:13:01
334,Fuerte Olimpo,-21.0415,-57.8738,60.28,18,90,2.24,PY,2021-07-30 23:13:02
335,Alice Springs,-23.7,133.8833,60.35,36,0,0.0,AU,2021-07-30 23:08:38
336,Avera,33.194,-82.5271,94.91,42,16,5.17,US,2021-07-30 23:13:02
337,Osypenko,46.9136,36.8253,76.84,79,83,5.48,UA,2021-07-30 23:13:02
338,Longyan,25.1072,117.0225,77.36,96,84,1.77,CN,2021-07-30 23:13:03
339,Yaring,6.8662,101.3689,78.57,80,100,8.08,TH,2021-07-30 23:13:03
340,Waingapu,-9.6567,120.2641,73.72,78,10,6.22,ID,2021-07-30 23:13:03
341,Marsh Harbour,26.5412,-77.0636,84.67,69,15,11.16,BS,2021-07-30 23:13:03
342,Golden,39.7555,-105.2211,97.45,32,75,3.0,US,2021-07-30 23:13:04
343,Ixtapa,20.7,-105.2,87.22,74,90,9.22,MX,2021-07-30 23:13:04
344,Jumla,29.2747,82.1838,61.25,99,100,0.87,NP,2021-07-30 23:13:04
345,Husavik,66.0449,-17.3389,50.54,71,3,1.52,IS,2021-07-30 23:13:05
346,Tazovskiy,67.4667,78.7,47.84,81,9,8.19,RU,2021-07-30 23:13:05
347,Cosamaloapan,18.3667,-95.8,84.33,76,40,6.4,MX,2021-07-30 23:13:05
348,Sulphur,30.2366,-93.3774,94.96,56,40,4.61,US,2021-07-30 23:13:06
349,Wilmington,34.2257,-77.9447,89.51,77,1,10.36,US,2021-07-30 23:10:08
350,Marystown,47.1666,-55.1483,62.85,100,100,5.01,CA,2021-07-30 23:13:06
351,Bedele,8.456,36.353,55.2,98,100,0.54,ET,2021-07-30 23:13:06
352,Maragogi,-9.0122,-35.2225,74.17,85,65,9.15,BR,2021-07-30 23:13:07
353,Necochea,-38.5473,-58.7368,49.03,52,0,15.73,AR,2021-07-30 23:13:07
354,Grajau,-5.8194,-46.1386,79.7,61,77,2.8,BR,2021-07-30 23:13:07
355,Carnarvon,-24.8667,113.6333,63.46,57,85,21.43,AU,2021-07-30 23:13:07
356,Atyrau,47.1167,51.8833,64.42,68,0,4.47,KZ,2021-07-30 23:13:08
357,Svetlogorsk,52.6333,29.7333,67.86,63,90,4.36,BY,2021-07-30 23:13:08
358,Salinopolis,-0.6136,-47.3561,79.2,82,11,8.61,BR,2021-07-30 23:13:08
359,Fereydunshahr,32.941,50.121,61.77,39,49,6.4,IR,2021-07-30 23:13:09
360,Ahipara,-35.1667,173.1667,58.33,86,100,16.2,NZ,2021-07-30 23:13:09
361,Saint-Augustin,51.226,-58.6502,58.64,78,100,11.7,CA,2021-07-30 23:13:09
362,Valparaiso,-33.0393,-71.6273,51.48,84,90,8.05,CL,2021-07-30 23:08:19
363,Kutina,45.475,16.7819,73.38,58,1,3.38,HR,2021-07-30 23:13:10
364,Buala,-8.145,159.5921,83.8,71,83,4.61,SB,2021-07-30 23:13:10
365,Lata,40.1629,-8.3327,63.05,97,17,4.63,PT,2021-07-30 23:13:10
366,Sayyan,15.1718,44.3244,63.9,63,94,6.85,YE,2021-07-30 23:13:11
367,Ancud,-41.8697,-73.8203,42.33,78,4,7.2,CL,2021-07-30 23:13:11
368,Monsenhor Gil,-5.5642,-42.6078,85.19,37,78,2.59,BR,2021-07-30 23:11:12
369,Surajgarh,28.3124,75.7347,83.43,76,82,5.32,IN,2021-07-30 23:13:11
370,Norrtalje,59.758,18.705,64.02,81,8,5.41,SE,2021-07-30 23:13:11
371,Beringovskiy,63.05,179.3167,42.73,77,94,16.62,RU,2021-07-30 23:13:12
372,Bubaque,11.2833,-15.8333,79.0,85,99,20.18,GW,2021-07-30 23:13:12
373,Port-Gentil,-0.7193,8.7815,76.6,77,15,15.48,GA,2021-07-30 23:13:12
374,Karratha,-20.7377,116.8463,66.58,72,69,9.57,AU,2021-07-30 23:13:13
375,Concordia,-31.393,-58.0209,49.78,72,0,4.0,AR,2021-07-30 23:13:13
376,Felipe Carrillo Puerto,19.5833,-88.05,84.29,69,100,5.66,MX,2021-07-30 23:13:13
377,Beneditinos,-5.45,-42.3667,85.33,40,91,4.47,BR,2021-07-30 23:13:13
378,Verkhnevilyuysk,63.4453,120.3167,65.25,47,8,1.43,RU,2021-07-30 23:13:14
379,Matata,-37.8833,176.75,62.13,77,95,8.55,NZ,2021-07-30 23:13:14
380,Krumovgrad,41.4667,25.65,76.44,42,2,1.45,BG,2021-07-30 23:13:14
381,Axim,4.8699,-2.2405,76.06,88,78,6.62,GH,2021-07-30 23:13:15
382,Anadyr,64.75,177.4833,45.1,70,75,13.0,RU,2021-07-30 23:13:15
383,Lesnoy,57.6198,63.0784,56.61,97,66,7.87,RU,2021-07-30 23:13:15
384,Tiznit,29.5833,-9.5,80.51,43,11,2.48,MA,2021-07-30 23:13:15
385,Caxito,-8.5785,13.6643,70.45,92,0,2.17,AO,2021-07-30 23:13:16
386,Waitati,-45.75,170.5667,53.8,73,96,3.33,NZ,2021-07-30 23:13:16
387,Egvekinot,66.3167,-179.1667,36.37,94,100,4.94,RU,2021-07-30 23:13:16
388,Sola,-13.8833,167.55,78.37,75,84,17.11,VU,2021-07-30 23:13:16
389,Cherskiy,68.75,161.3,36.66,94,100,7.4,RU,2021-07-30 23:13:17
390,Dondo,-19.6094,34.7431,65.28,91,29,5.59,MZ,2021-07-30 23:13:17
391,Palmares Do Sul,-30.2578,-50.5097,47.44,80,0,5.59,BR,2021-07-30 23:13:17
392,Pontianak,-0.0333,109.3333,76.98,100,40,0.0,ID,2021-07-30 23:13:18
393,Genhe,50.7833,121.5167,57.81,98,100,9.13,CN,2021-07-30 23:13:18
394,Cartagena,10.3997,-75.5144,85.62,74,40,12.66,CO,2021-07-30 23:13:18
395,Oranjemund,-28.55,16.4333,65.07,36,0,4.34,NA,2021-07-30 23:13:18
396,Mannheim,49.4883,8.4647,68.97,67,3,7.29,DE,2021-07-30 23:13:19
397,Yeppoon,-23.1333,150.7333,65.98,70,3,9.95,AU,2021-07-30 23:13:19
398,Vestmannaeyjar,63.4427,-20.2734,55.13,92,55,8.61,IS,2021-07-30 23:13:19
399,Te Anau,-45.4167,167.7167,45.32,95,100,2.77,NZ,2021-07-30 23:13:19
400,Antalaha,-14.9003,50.2788,66.07,91,42,7.63,MG,2021-07-30 23:13:20
401,Goderich,43.7501,-81.7165,64.9,62,0,12.97,CA,2021-07-30 23:13:20
402,Marand,38.4329,45.7749,70.14,49,89,4.94,IR,2021-07-30 23:13:20
403,Dodoma,-6.1722,35.7395,61.79,49,22,6.78,TZ,2021-07-30 23:13:21
404,Gombong,-7.6072,109.5142,72.82,93,50,4.07,ID,2021-07-30 23:13:21
405,San Lorenzo,-25.3333,-57.5333,54.54,50,0,5.75,PY,2021-07-30 23:13:21
406,Khandyga,62.6667,135.6,65.16,42,18,1.1,RU,2021-07-30 23:13:21
407,Seoul,37.5683,126.9778,81.91,83,90,3.69,KR,2021-07-30 23:11:21
408,Sobolevo,54.4299,31.8996,61.9,73,74,7.74,RU,2021-07-30 23:11:57
409,Havre-Saint-Pierre,50.2334,-63.5986,57.06,93,99,11.5,CA,2021-07-30 23:13:22
410,Sompeta,18.9333,84.6,81.37,77,100,7.18,IN,2021-07-30 23:13:22
411,Brigantine,39.4101,-74.3646,84.49,63,20,9.22,US,2021-07-30 23:13:22
412,Ndago,-4.6,34.35,61.63,48,14,16.17,TZ,2021-07-30 23:13:22
413,Kiruna,67.8557,20.2251,50.92,87,90,0.0,SE,2021-07-30 23:13:23
414,Nuuk,64.1835,-51.7216,54.21,71,92,3.44,GL,2021-07-30 23:10:18
415,Coquimbo,-29.9533,-71.3436,49.73,87,20,5.75,CL,2021-07-30 23:13:16
416,Villa Rica,33.7321,-84.9191,91.38,78,86,7.05,US,2021-07-30 23:11:24
417,Telimele,10.9167,-13.3333,70.21,99,100,2.82,GN,2021-07-30 23:13:23
418,Port Macquarie,-31.4333,152.9167,54.9,50,0,7.29,AU,2021-07-30 23:10:22
419,Mount Isa,-20.7333,139.5,64.17,39,4,3.44,AU,2021-07-30 23:13:24
420,Sovetskiy,61.3614,63.5842,51.73,90,32,4.34,RU,2021-07-30 23:13:24
421,Naron,43.5167,-8.1528,63.01,74,95,6.13,ES,2021-07-30 23:13:24
422,Mundo Nuevo,18.7,-95.5,84.07,75,42,11.54,MX,2021-07-30 23:13:24
423,Svetlyy,54.675,20.1347,60.85,65,1,15.52,RU,2021-07-30 23:13:25
424,Kondinskoye,59.6481,67.41,54.64,98,100,5.86,RU,2021-07-30 23:13:25
425,Uyar,55.81,94.3153,55.42,81,93,1.79,RU,2021-07-30 23:13:25
426,Ettlingen,48.9409,8.4076,68.58,92,18,5.88,DE,2021-07-30 23:13:25
427,Praia,14.9215,-23.5087,77.54,83,75,12.66,CV,2021-07-30 23:13:26
428,Puerto Rico,-26.796,-55.024,46.81,68,0,2.13,AR,2021-07-30 23:13:26
429,Grootfontein,-19.5667,18.1167,51.21,27,0,7.7,NA,2021-07-30 23:13:26
430,Camacha,33.0833,-16.3333,69.22,78,75,10.36,PT,2021-07-30 23:13:26
431,Ginda,30.6945,78.4932,67.08,84,100,2.73,IN,2021-07-30 23:13:27
432,Wangqing,43.3218,129.7634,76.89,84,91,6.8,CN,2021-07-30 23:13:27
433,Vitina,43.2375,17.4839,72.57,47,0,2.39,BA,2021-07-30 23:13:01
434,Orumiyeh,37.5527,45.0761,71.15,53,75,4.61,IR,2021-07-30 23:13:27
435,Botwood,49.1499,-55.3482,64.9,63,100,10.42,CA,2021-07-30 23:13:28
436,Krasnotorka,48.682,37.5327,67.28,92,93,2.82,UA,2021-07-30 23:13:28
437,Atar,20.5169,-13.0499,97.65,18,36,6.24,MR,2021-07-30 23:13:28
438,Jiazi,22.8779,116.067,82.83,83,99,13.33,CN,2021-07-30 23:13:28
439,Zabol,32.25,67.25,72.64,23,1,9.37,AF,2021-07-30 23:13:29
440,Margate,51.3813,1.3862,61.03,78,64,5.01,GB,2021-07-30 23:09:48
441,Half Moon Bay,37.4636,-122.4286,98.74,64,1,1.01,US,2021-07-30 23:09:28
442,Sakakah,29.9697,40.2064,87.69,14,0,8.12,SA,2021-07-30 23:13:29
443,Huayucachi,-12.1333,-75.2333,54.97,65,35,6.91,PE,2021-07-30 23:13:29
444,Anchorage,61.2181,-149.9003,63.0,82,90,3.44,US,2021-07-30 23:08:48
445,La Orilla,17.9833,-102.2333,84.79,71,81,7.11,MX,2021-07-30 23:13:30
446,Cockburn Town,21.4612,-71.1419,82.53,84,0,18.75,TC,2021-07-30 23:13:30
447,Bastos,-21.9219,-50.7339,52.84,24,100,8.9,BR,2021-07-30 23:13:30
448,Ocos,14.5094,-92.1933,89.78,72,100,6.49,GT,2021-07-30 23:13:31
449,Oksfjord,70.2396,22.3479,51.87,93,100,4.0,NO,2021-07-30 23:13:31
450,The Valley,18.217,-63.0578,84.34,79,75,13.8,AI,2021-07-30 23:13:29
451,Launceston,-41.45,147.1667,53.24,81,90,13.0,AU,2021-07-30 23:13:31
452,Salta,-24.7859,-65.4117,51.58,46,0,1.99,AR,2021-07-30 23:09:14
453,Asau,46.4333,26.4,68.4,78,1,4.03,RO,2021-07-30 23:13:32
454,Ola,59.5833,151.2833,53.87,53,73,8.23,RU,2021-07-30 23:13:32
455,Point Pedro,9.8167,80.2333,82.33,79,4,17.58,LK,2021-07-30 23:13:32
456,Guerrero Negro,27.9769,-114.0611,80.33,59,13,17.67,MX,2021-07-30 23:13:32
457,Pascagoula,30.3658,-88.5561,93.33,71,20,4.61,US,2021-07-30 23:13:33
458,Pinega,64.7001,43.3936,53.19,97,100,3.42,RU,2021-07-30 23:13:33
459,Jabinyanah,35.035,10.9081,86.72,48,2,12.1,TN,2021-07-30 23:13:33
460,Codrington,-38.2667,141.9667,51.84,80,57,14.0,AU,2021-07-30 23:13:33
461,Juruti,-2.1522,-56.0922,73.8,95,99,4.09,BR,2021-07-30 23:13:34
462,Bambanglipuro,-7.95,110.2833,75.97,88,63,8.61,ID,2021-07-30 23:13:34
463,Luba,3.4568,8.5547,77.29,83,79,7.34,GQ,2021-07-30 23:13:34
464,Vao,-22.6667,167.4833,67.59,55,1,24.58,NC,2021-07-30 23:13:35
465,Zhengjiatun,43.5064,123.5064,76.53,88,33,7.34,CN,2021-07-30 23:13:35
466,Columbus,39.9612,-82.9988,81.12,57,20,1.99,US,2021-07-30 23:11:36
467,Skibbereen,51.55,-9.2667,58.8,85,78,12.37,IE,2021-07-30 23:13:35
468,Kurilsk,45.2333,147.8833,71.33,81,62,3.33,RU,2021-07-30 23:13:35
469,Aden,12.7794,45.0367,81.55,76,57,6.96,YE,2021-07-30 23:13:36
470,Vila,42.0304,-8.1588,55.71,78,95,4.7,PT,2021-07-30 23:13:36
471,Kamogawa,35.1,140.1,83.01,74,6,8.37,JP,2021-07-30 23:13:36
472,Dodge City,37.7528,-100.0171,98.85,34,40,8.01,US,2021-07-30 23:13:37
473,Kindu,-2.95,25.95,74.26,39,50,3.0,CD,2021-07-30 23:13:37
474,Williston,48.147,-103.618,93.92,36,1,4.0,US,2021-07-30 23:10:01
475,Usinsk,65.9939,57.5281,41.74,86,57,4.09,RU,2021-07-30 23:13:37
476,Hay River,60.8156,-115.7999,73.26,44,16,5.79,CA,2021-07-30 23:13:38
477,New Iberia,30.0035,-91.8187,96.98,62,1,10.36,US,2021-07-30 23:13:38
478,Naze,28.3667,129.4833,78.96,80,99,2.13,JP,2021-07-30 23:13:38
479,Soyo,-6.1349,12.3689,71.11,87,0,4.72,AO,2021-07-30 23:13:38
480,Tianpeng,30.9866,103.9393,73.74,63,91,4.43,CN,2021-07-30 23:13:39
481,Sitka,57.0531,-135.33,67.89,64,40,6.91,US,2021-07-30 23:13:40
482,Zhuzhou,27.8333,113.15,81.63,78,30,3.02,CN,2021-07-30 23:13:40
483,Sucua,-2.4667,-78.1667,63.68,99,100,0.67,EC,2021-07-30 23:13:40
484,Jiaonan,35.8786,119.9753,78.03,85,0,4.32,CN,2021-07-30 23:13:40
485,Ampanihy,-24.7,44.75,63.75,81,0,5.35,MG,2021-07-30 23:13:41
486,Surt,31.2089,16.5887,81.84,71,0,5.73,LY,2021-07-30 23:13:41
487,Sorland,67.667,12.6934,49.59,82,100,27.02,NO,2021-07-30 23:13:41
488,Araouane,18.9048,-3.5265,96.6,28,37,10.45,ML,2021-07-30 23:13:42
489,Atasu,48.6814,71.6433,62.74,41,4,3.15,KZ,2021-07-30 23:13:42
490,Pereira Barreto,-20.6383,-51.1092,57.2,21,63,6.96,BR,2021-07-30 23:13:42
491,Ibra,22.6906,58.5334,84.22,58,79,5.99,OM,2021-07-30 23:13:42
492,Kharp,66.8014,65.8081,46.45,94,92,5.91,RU,2021-07-30 23:13:43
493,Natal,-5.795,-35.2094,77.65,73,20,5.75,BR,2021-07-30 23:13:43
494,Xingcheng,40.6167,120.7167,74.48,90,96,3.87,CN,2021-07-30 23:13:43
495,Maniitsoq,65.4167,-52.9,47.88,81,77,8.7,GL,2021-07-30 23:13:43
496,Goma,-1.6792,29.2228,64.99,64,79,2.15,CD,2021-07-30 23:13:44
497,Shellbrook,53.2168,-106.4011,87.49,19,5,13.44,CA,2021-07-30 23:11:17
498,Roald,62.5833,6.1333,56.91,71,90,6.91,NO,2021-07-30 23:13:44
499,Enid,36.3956,-97.8784,102.15,37,1,5.01,US,2021-07-30 23:13:44
500,Cubuk,40.2386,33.0322,73.15,56,0,8.05,TR,2021-07-30 23:13:45
501,Dzaoudzi,-12.7887,45.2699,78.69,69,0,14.97,YT,2021-07-30 23:13:45
502,Bar Harbor,44.3876,-68.2039,68.45,68,20,11.01,US,2021-07-30 23:10:20
503,Lobez,53.6392,15.6213,64.31,73,9,5.88,PL,2021-07-30 23:13:45
504,Qui Nhon,13.7667,109.2333,84.34,67,87,11.56,VN,2021-07-30 23:13:45
505,Lismore,-28.8135,153.2773,58.71,78,0,2.73,AU,2021-07-30 23:13:46
506,Eureka,40.8021,-124.1637,61.99,77,69,3.0,US,2021-07-30 23:12:36
507,Rawah,34.4816,41.9093,97.38,16,48,15.64,IQ,2021-07-30 23:13:46
508,Anupgarh,29.1911,73.2086,94.53,48,1,4.74,IN,2021-07-30 23:13:47
509,Oranienburg,52.75,13.2333,72.09,65,83,6.91,DE,2021-07-30 23:13:47
510,Khuzhir,53.1939,107.3397,54.61,95,91,7.05,RU,2021-07-30 23:13:47
511,Conakry,9.538,-13.6773,75.56,96,100,10.51,GN,2021-07-30 23:13:47
512,Ahuimanu,21.4447,-157.8378,89.31,57,40,14.97,US,2021-07-30 23:13:48
513,Erdaojiang,41.7764,126.0319,77.65,77,92,2.28,CN,2021-07-30 23:13:48
514,Ust-Omchug,61.15,149.6333,47.95,56,31,6.4,RU,2021-07-30 23:13:48
515,Ponta Delgada,37.7333,-25.6667,70.52,88,20,4.61,PT,2021-07-30 23:11:05
516,Saint-Jean-De-Maurienne,45.1667,6.5833,51.76,85,64,2.8,FR,2021-07-30 23:13:49
517,Sao Filipe,14.8961,-24.4956,76.05,84,61,7.23,CV,2021-07-30 23:13:49
518,Tirumullaivasal,11.2333,79.8333,81.57,66,8,12.5,IN,2021-07-30 23:13:49
519,La Ronge,55.1001,-105.2842,74.46,38,69,8.95,CA,2021-07-30 23:13:49
520,Kraskino,42.7114,130.7794,76.89,93,94,9.15,RU,2021-07-30 23:13:50
521,Sosnovoborsk,56.1325,93.3589,56.75,80,100,2.39,RU,2021-07-30 23:13:50
522,Pacific Grove,36.6177,-121.9166,93.81,76,1,1.99,US,2021-07-30 23:11:04
523,Lae,-6.7221,146.9847,76.01,91,100,5.88,PG,2021-07-30 23:13:50
524,Chiang Kham,19.5233,100.3,78.06,97,99,2.84,TH,2021-07-30 23:13:50
525,Zigong,29.3416,104.7769,79.0,81,99,0.49,CN,2021-07-30 23:13:51
526,Puerto Escondido,15.85,-97.0667,86.83,62,75,4.61,MX,2021-07-30 23:13:51
527,Chara,56.9064,118.2631,59.72,54,53,1.54,RU,2021-07-30 23:13:51
528,Warrnambool,-38.3833,142.4833,53.82,72,77,15.88,AU,2021-07-30 23:13:52
529,Nalut,30.3333,10.85,85.1,14,0,8.5,LY,2021-07-30 23:13:52
530,Tungor,53.3808,142.9564,53.22,79,100,10.27,RU,2021-07-30 23:13:52
531,Mersing,2.4312,103.8405,77.79,82,95,5.19,MY,2021-07-30 23:13:52
532,San Ignacio,17.1561,-89.0714,86.14,79,75,0.0,BZ,2021-07-30 23:13:53
533,Sabang,5.8933,95.3214,81.95,76,98,22.66,ID,2021-07-30 23:13:53
534,Quelimane,-17.8786,36.8883,65.34,95,2,4.27,MZ,2021-07-30 23:13:53
535,Akdagmadeni,39.6603,35.8836,55.42,86,0,4.32,TR,2021-07-30 23:13:54
536,Gladstone,-23.85,151.25,69.78,72,90,3.44,AU,2021-07-30 23:13:54
537,Murdochville,48.9583,-65.5006,52.83,98,100,2.57,CA,2021-07-30 23:13:54
538,Great Yarmouth,52.6083,1.7305,59.45,90,78,19.8,GB,2021-07-30 23:13:54
539,Shimanovsk,52.0,127.7,56.26,80,100,9.55,RU,2021-07-30 23:13:55
540,Ulaanbaatar,47.9077,106.8832,55.53,82,75,6.71,MN,2021-07-30 23:13:55
541,Maceio,-9.6658,-35.7353,76.44,83,20,5.75,BR,2021-07-30 23:09:44
542,Povazska Bystrica,49.1215,18.4217,70.23,94,0,1.14,SK,2021-07-30 23:13:55
543,Sawakin,19.1059,37.3321,92.7,45,82,17.74,SD,2021-07-30 23:13:55
544,Warmbad,-28.45,18.7333,57.79,22,0,10.4,NA,2021-07-30 23:13:56
545,Rabo De Peixe,37.8,-25.5833,69.31,88,20,4.61,PT,2021-07-30 23:13:56
546,Puerto El Triunfo,13.2833,-88.55,92.26,62,26,5.86,SV,2021-07-30 23:13:56
547,Sidi Bin Nur,35.5333,10.9167,82.31,30,4,10.98,TN,2021-07-30 23:09:11
548,Parana,-31.732,-60.5238,54.55,47,0,8.34,AR,2021-07-30 23:13:57
549,Chinhoyi,-17.3667,30.2,54.19,57,17,6.4,ZW,2021-07-30 23:13:57
550,Taos,36.4072,-105.5731,70.2,59,90,1.99,US,2021-07-30 23:11:18
551,Akdepe,42.0551,59.3788,75.29,22,33,7.31,TM,2021-07-30 23:13:57
552,Enshi,30.3,109.4833,73.04,90,5,1.36,CN,2021-07-30 23:13:58
553,Arinos,-15.9169,-46.1056,69.55,28,4,3.65,BR,2021-07-30 23:13:58
554,Udachnyy,66.4167,112.4,69.78,37,0,4.74,RU,2021-07-30 23:13:58
555,Bonthe,7.5264,-12.505,76.42,87,100,7.58,SL,2021-07-30 23:13:58
556,Jasper,37.2001,-94.3502,95.85,50,1,1.01,US,2021-07-30 23:13:59
557,Stykkisholmur,65.0757,-22.7297,57.0,81,100,5.01,IS,2021-07-30 23:13:59
